District,Crop,Year,Season,Total_Rainfall_mm,Average_Temp_C,Mean_NDVI,Yield_KG_HA
Burera,Irish potatoes,2019,Season B,519.2,18.692391304347822,0.5401,10570.18
Burera,Irish potatoes,2020,Season A,1029.4,18.752472527472527,0.5107,12056.07
Burera,Irish potatoes,2020,Season B,711.8,18.7125,0.5271,11059.04
Burera,Irish potatoes,2021,Season A,653.3,18.894198895027625,0.5301,10959.74
Burera,Irish potatoes,2021,Season B,657.5,18.253260869565217,0.4923,10807.25
Burera,Maize,2015,Season A,1208.4,19.20165745856353,0.5743,2483.69
Burera,Maize,2015,Season B,648.3,19.28016304347826,0.5537,1238.15
Burera,Maize,2016,Season A,991.1,19.63791208791209,0.5495,2231.69
Burera,Maize,2016,Season B,653.2,19.801358695652173,0.5386,1181.71
Burera,Maize,2017,Season A,470.3,19.170165745856355,0.5135,1909.99
Burera,Maize,2017,Season B,385.0,18.70625,0.4659,1063.75
Burera,Maize,2018,Season A,584.5,18.767127071823204,0.5195,2015.35
Burera,Maize,2018,Season B,603.0,18.10570652173913,0.5225,1250.06
Burera,Maize,2019,Season A,1037.5,18.71961325966851,0.5292,2368.7
Burera,Maize,2019,Season B,519.2,18.692391304347822,0.5401,1205.21
Burera,Maize,2020,Season A,1029.4,18.752472527472527,0.5107,2292.0
Burera,Maize,2020,Season B,711.8,18.7125,0.5271,1282.66
Burera,Maize,2021,Season A,653.3,18.894198895027625,0.5301,2061.43
Burera,Maize,2021,Season B,657.5,18.253260869565217,0.4923,1233.12
Burera,Peas,2015,Season A,1208.4,19.20165745856353,0.5743,830.73
Burera,Peas,2015,Season B,648.3,19.28016304347826,0.5537,835.69
Burera,Peas,2016,Season A,991.1,19.63791208791209,0.5495,752.36
Burera,Peas,2016,Season B,653.2,19.801358695652173,0.5386,773.84
Burera,Peas,2017,Season A,470.3,19.170165745856355,0.5135,628.31
Burera,Peas,2017,Season B,385.0,18.70625,0.4659,712.56
Burera,Peas,2018,Season A,584.5,18.767127071823204,0.5195,682.24
Burera,Peas,2018,Season B,603.0,18.10570652173913,0.5225,837.33
Burera,Peas,2019,Season A,1037.5,18.71961325966851,0.5292,763.41
Burera,Peas,2019,Season B,519.2,18.692391304347822,0.5401,794.92
Burera,Peas,2020,Season A,1029.4,18.752472527472527,0.5107,766.99
Burera,Peas,2020,Season B,711.8,18.7125,0.5271,829.89
Burera,Peas,2021,Season A,653.3,18.894198895027625,0.5301,694.98
Burera,Peas,2021,Season B,657.5,18.253260869565217,0.4923,800.7
Burera,Sorghum,2015,Season A,1208.4,19.20165745856353,0.5743,1564.92
Burera,Sorghum,2015,Season B,648.3,19.28016304347826,0.5537,1364.11
Burera,Sorghum,2016,Season A,991.1,19.63791208791209,0.5495,1429.74
Burera,Sorghum,2016,Season B,653.2,19.801358695652173,0.5386,1322.2
Burera,Sorghum,2017,Season A,470.3,19.170165745856355,0.5135,1170.41
Burera,Sorghum,2017,Season B,385.0,18.70625,0.4659,1202.98
Burera,Sorghum,2018,Season A,584.5,18.767127071823204,0.5195,1288.38
Burera,Sorghum,2018,Season B,603.0,18.10570652173913,0.5225,1409.9
Burera,Sorghum,2019,Season A,1037.5,18.71961325966851,0.5292,1478.82
Burera,Sorghum,2019,Season B,519.2,18.692391304347822,0.5401,1342.18
Burera,Sorghum,2020,Season A,1029.4,18.752472527472527,0.5107,1461.13
Burera,Sorghum,2020,Season B,711.8,18.7125,0.5271,1391.27
Burera,Sorghum,2021,Season A,653.3,18.894198895027625,0.5301,1295.83
Burera,Sorghum,2021,Season B,657.5,18.253260869565217,0.4923,1391.44
Burera,Sweet potatoes,2015,Season A,1208.4,19.20165745856353,0.5743,11274.8
Burera,Sweet potatoes,2015,Season B,648.3,19.28016304347826,0.5537,7681.39
Burera,Sweet potatoes,2016,Season A,991.1,19.63791208791209,0.5495,9966.75
Burera,Sweet potatoes,2016,Season B,653.2,19.801358695652173,0.5386,7440.72
Burera,Sweet potatoes,2017,Season A,470.3,19.170165745856355,0.5135,8514.6
Burera,Sweet potatoes,2017,Season B,385.0,18.70625,0.4659,6604.78
Burera,Sweet potatoes,2018,Season A,584.5,18.767127071823204,0.5195,9101.81
Burera,Sweet potatoes,2018,Season B,603.0,18.10570652173913,0.5225,7813.39
Burera,Sweet potatoes,2019,Season A,1037.5,18.71961325966851,0.5292,10554.63
Burera,Sweet potatoes,2019,Season B,519.2,18.692391304347822,0.5401,7651.96
Burera,Sweet potatoes,2020,Season A,1029.4,18.752472527472527,0.5107,10241.74
Burera,Sweet potatoes,2020,Season B,711.8,18.7125,0.5271,7784.0
Burera,Sweet potatoes,2021,Season A,653.3,18.894198895027625,0.5301,9194.71
Burera,Sweet potatoes,2021,Season B,657.5,18.253260869565217,0.4923,7558.37
Burera,Wheat,2015,Season A,1208.4,19.20165745856353,0.5743,1791.7
Burera,Wheat,2015,Season B,648.3,19.28016304347826,0.5537,1361.38
Burera,Wheat,2016,Season A,991.1,19.63791208791209,0.5495,1621.13
Burera,Wheat,2016,Season B,653.2,19.801358695652173,0.5386,1306.87
Burera,Wheat,2017,Season A,470.3,19.170165745856355,0.5135,1340.9
Burera,Wheat,2017,Season B,385.0,18.70625,0.4659,1127.21
Burera,Wheat,2018,Season A,584.5,18.767127071823204,0.5195,1433.67
Burera,Wheat,2018,Season B,603.0,18.10570652173913,0.5225,1395.11
Burera,Wheat,2019,Season A,1037.5,18.71961325966851,0.5292,1681.05
Burera,Wheat,2019,Season B,519.2,18.692391304347822,0.5401,1318.8
Burera,Wheat,2020,Season A,1029.4,18.752472527472527,0.5107,1633.76
Burera,Wheat,2020,Season B,711.8,18.7125,0.5271,1374.15
Burera,Wheat,2021,Season A,653.3,18.894198895027625,0.5301,1443.37
Burera,Wheat,2021,Season B,657.5,18.253260869565217,0.4923,1337.72
Burera,Yams & Taro,2015,Season A,1208.4,19.20165745856353,0.5743,8061.26
Burera,Yams & Taro,2015,Season B,648.3,19.28016304347826,0.5537,7687.63
Burera,Yams & Taro,2016,Season A,991.1,19.63791208791209,0.5495,7145.95
Burera,Yams & Taro,2016,Season B,653.2,19.801358695652173,0.5386,7411.06
Burera,Yams & Taro,2017,Season A,470.3,19.170165745856355,0.5135,6031.7
Burera,Yams & Taro,2017,Season B,385.0,18.70625,0.4659,6514.52
Burera,Yams & Taro,2018,Season A,584.5,18.767127071823204,0.5195,6600.82
Burera,Yams & Taro,2018,Season B,603.0,18.10570652173913,0.5225,8015.62
Burera,Yams & Taro,2019,Season A,1037.5,18.71961325966851,0.5292,7377.52
Burera,Yams & Taro,2019,Season B,519.2,18.692391304347822,0.5401,7686.37
Burera,Yams & Taro,2020,Season A,1029.4,18.752472527472527,0.5107,7435.15
Burera,Yams & Taro,2020,Season B,711.8,18.7125,0.5271,8058.05
Burera,Yams & Taro,2021,Season A,653.3,18.894198895027625,0.5301,6577.04
Burera,Yams & Taro,2021,Season B,657.5,18.253260869565217,0.4923,7589.3
Gakenke,Banana for beer,2015,Season A,800.4,19.47458563535912,0.634,10910.4
Gakenke,Banana for beer,2015,Season B,404.5,19.82934782608696,0.5821,8447.87
Gakenke,Banana for beer,2016,Season A,764.6,19.76098901098901,0.6055,10248.05
Gakenke,Banana for beer,2016,Season B,426.9,20.42798913043478,0.576,8405.67
Gakenke,Banana for beer,2017,Season A,633.1,19.893370165745857,0.5848,9797.88
Gakenke,Banana for beer,2017,Season B,336.3,19.49103260869565,0.538,8068.43
Gakenke,Banana for beer,2018,Season A,649.0,19.436740331491716,0.5911,10263.36
Gakenke,Banana for beer,2018,Season B,655.6,18.76195652173913,0.5955,9783.42
Gakenke,Banana for beer,2019,Season A,1059.0,19.506906077348063,0.6011,10993.12
Gakenke,Banana for beer,2019,Season B,560.3,19.41657608695652,0.593,9435.23
Gakenke,Banana for beer,2020,Season A,1260.2,19.559615384615384,0.597,11563.44
Gakenke,Banana for beer,2020,Season B,648.4,19.58858695652174,0.5475,9086.73
Gakenke,Banana for beer,2021,Season A,883.0,19.5621546961326,0.5938,10697.37
Gakenke,Banana for beer,2021,Season B,624.1,19.050271739130437,0.5497,9230.52
Gakenke,Bananas,2015,Season A,800.4,19.47458563535912,0.634,11131.63
Gakenke,Bananas,2015,Season B,404.5,19.82934782608696,0.5821,10846.81
Gakenke,Bananas,2016,Season A,764.6,19.76098901098901,0.6055,10478.29
Gakenke,Bananas,2016,Season B,426.9,20.42798913043478,0.576,10598.59
Gakenke,Bananas,2017,Season A,633.1,19.893370165745857,0.5848,9628.52
Gakenke,Bananas,2017,Season B,336.3,19.49103260869565,0.538,10112.84
Gakenke,Bananas,2018,Season A,649.0,19.436740331491716,0.5911,10358.19
Gakenke,Bananas,2018,Season B,655.6,18.76195652173913,0.5955,12328.41
Gakenke,Bananas,2019,Season A,1059.0,19.506906077348063,0.6011,11125.35
Gakenke,Bananas,2019,Season B,560.3,19.41657608695652,0.593,11930.77
Gakenke,Bananas,2020,Season A,1260.2,19.559615384615384,0.597,11550.53
Gakenke,Bananas,2020,Season B,648.4,19.58858695652174,0.5475,11615.03
Gakenke,Bananas,2021,Season A,883.0,19.5621546961326,0.5938,10543.67
Gakenke,Bananas,2021,Season B,624.1,19.050271739130437,0.5497,11605.69
Gakenke,Beans,2015,Season B,404.5,19.82934782608696,0.5821,856.35
Gakenke,Beans,2016,Season B,426.9,20.42798913043478,0.576,832.27
Gakenke,Beans,2017,Season B,336.3,19.49103260869565,0.538,801.81
Gakenke,Beans,2018,Season B,655.6,18.76195652173913,0.5955,1020.48
Gakenke,Beans,2019,Season B,560.3,19.41657608695652,0.593,959.27
Gakenke,Beans,2020,Season B,648.4,19.58858695652174,0.5475,907.44
Gakenke,Beans,2021,Season B,624.1,19.050271739130437,0.5497,951.39
Gakenke,Bush bean,2015,Season A,800.4,19.47458563535912,0.634,526.47
Gakenke,Bush bean,2015,Season B,404.5,19.82934782608696,0.5821,605.3
Gakenke,Bush bean,2016,Season A,764.6,19.76098901098901,0.6055,498.48
Gakenke,Bush bean,2016,Season B,426.9,20.42798913043478,0.576,572.82
Gakenke,Bush bean,2017,Season A,633.1,19.893370165745857,0.5848,468.82
Gakenke,Bush bean,2017,Season B,336.3,19.49103260869565,0.538,555.86
Gakenke,Bush bean,2018,Season A,649.0,19.436740331491716,0.5911,478.22
Gakenke,Bush bean,2018,Season B,655.6,18.76195652173913,0.5955,686.96
Gakenke,Bush bean,2019,Season A,1059.0,19.506906077348063,0.6011,523.1
Gakenke,Bush bean,2019,Season B,560.3,19.41657608695652,0.593,648.34
Gakenke,Bush bean,2020,Season A,1260.2,19.559615384615384,0.597,556.63
Gakenke,Bush bean,2020,Season B,648.4,19.58858695652174,0.5475,640.15
Gakenke,Bush bean,2021,Season A,883.0,19.5621546961326,0.5938,515.19
Gakenke,Bush bean,2021,Season B,624.1,19.050271739130437,0.5497,642.07
Gakenke,Cassava,2015,Season A,800.4,19.47458563535912,0.634,14131.9
Gakenke,Cassava,2015,Season B,404.5,19.82934782608696,0.5821,16674.82
Gakenke,Cassava,2016,Season A,764.6,19.76098901098901,0.6055,13086.85
Gakenke,Cassava,2016,Season B,426.9,20.42798913043478,0.576,16552.69
Gakenke,Cassava,2017,Season A,633.1,19.893370165745857,0.5848,12354.77
Gakenke,Cassava,2017,Season B,336.3,19.49103260869565,0.538,15864.73
Gakenke,Cassava,2018,Season A,649.0,19.436740331491716,0.5911,12628.44
Gakenke,Cassava,2018,Season B,655.6,18.76195652173913,0.5955,19821.18
Gakenke,Cassava,2019,Season A,1059.0,19.506906077348063,0.6011,14050.4
Gakenke,Cassava,2019,Season B,560.3,19.41657608695652,0.593,18402.42
Gakenke,Cassava,2020,Season A,1260.2,19.559615384615384,0.597,14637.24
Gakenke,Cassava,2020,Season B,648.4,19.58858695652174,0.5475,17798.48
Gakenke,Cassava,2021,Season A,883.0,19.5621546961326,0.5938,13516.71
Gakenke,Cassava,2021,Season B,624.1,19.050271739130437,0.5497,18534.05
Gakenke,Climbing bean,2015,Season A,800.4,19.47458563535912,0.634,900.46
Gakenke,Climbing bean,2015,Season B,404.5,19.82934782608696,0.5821,903.59
Gakenke,Climbing bean,2016,Season A,764.6,19.76098901098901,0.6055,851.44
Gakenke,Climbing bean,2016,Season B,426.9,20.42798913043478,0.576,856.15
Gakenke,Climbing bean,2017,Season A,633.1,19.893370165745857,0.5848,829.83
Gakenke,Climbing bean,2017,Season B,336.3,19.49103260869565,0.538,824.42
Gakenke,Climbing bean,2018,Season A,649.0,19.436740331491716,0.5911,847.18
Gakenke,Climbing bean,2018,Season B,655.6,18.76195652173913,0.5955,1052.11
Gakenke,Climbing bean,2019,Season A,1059.0,19.506906077348063,0.6011,926.19
Gakenke,Climbing bean,2019,Season B,560.3,19.41657608695652,0.593,972.02
Gakenke,Climbing bean,2020,Season A,1260.2,19.559615384615384,0.597,968.69
Gakenke,Climbing bean,2020,Season B,648.4,19.58858695652174,0.5475,922.7
Gakenke,Climbing bean,2021,Season A,883.0,19.5621546961326,0.5938,893.63
Gakenke,Climbing bean,2021,Season B,624.1,19.050271739130437,0.5497,956.87
Gakenke,Cooking Banana,2015,Season A,800.4,19.47458563535912,0.634,12173.32
Gakenke,Cooking Banana,2015,Season B,404.5,19.82934782608696,0.5821,19333.96
Gakenke,Cooking Banana,2016,Season A,764.6,19.76098901098901,0.6055,11781.26
Gakenke,Cooking Banana,2016,Season B,426.9,20.42798913043478,0.576,18890.21
Gakenke,Cooking Banana,2017,Season A,633.1,19.893370165745857,0.5848,11016.55
Gakenke,Cooking Banana,2017,Season B,336.3,19.49103260869565,0.538,18406.93
Gakenke,Cooking Banana,2018,Season A,649.0,19.436740331491716,0.5911,11122.59
Gakenke,Cooking Banana,2018,Season B,655.6,18.76195652173913,0.5955,22823.13
Gakenke,Cooking Banana,2019,Season A,1059.0,19.506906077348063,0.6011,12290.87
Gakenke,Cooking Banana,2019,Season B,560.3,19.41657608695652,0.593,21103.94
Gakenke,Cooking Banana,2020,Season A,1260.2,19.559615384615384,0.597,12706.66
Gakenke,Cooking Banana,2020,Season B,648.4,19.58858695652174,0.5475,20875.93
Gakenke,Cooking Banana,2021,Season A,883.0,19.5621546961326,0.5938,12017.41
Gakenke,Cooking Banana,2021,Season B,624.1,19.050271739130437,0.5497,21114.81
Gakenke,Dessert banana,2015,Season A,800.4,19.47458563535912,0.634,9065.42
Gakenke,Dessert banana,2015,Season B,404.5,19.82934782608696,0.5821,11943.64
Gakenke,Dessert banana,2016,Season A,764.6,19.76098901098901,0.6055,8756.21
Gakenke,Dessert banana,2016,Season B,426.9,20.42798913043478,0.576,11426.53
Gakenke,Dessert banana,2017,Season A,633.1,19.893370165745857,0.5848,8293.51
Gakenke,Dessert banana,2017,Season B,336.3,19.49103260869565,0.538,11357.42
Gakenke,Dessert banana,2018,Season A,649.0,19.436740331491716,0.5911,8415.96
Gakenke,Dessert banana,2018,Season B,655.6,18.76195652173913,0.5955,14151.05
Gakenke,Dessert banana,2019,Season A,1059.0,19.506906077348063,0.6011,9320.83
Gakenke,Dessert banana,2019,Season B,560.3,19.41657608695652,0.593,12943.74
Gakenke,Dessert banana,2020,Season A,1260.2,19.559615384615384,0.597,9779.53
Gakenke,Dessert banana,2020,Season B,648.4,19.58858695652174,0.5475,12564.79
Gakenke,Dessert banana,2021,Season A,883.0,19.5621546961326,0.5938,9013.12
Gakenke,Dessert banana,2021,Season B,624.1,19.050271739130437,0.5497,13228.34
Gakenke,Ground nuts,2015,Season A,800.4,19.47458563535912,0.634,732.6
Gakenke,Ground nuts,2015,Season B,404.5,19.82934782608696,0.5821,356.04
Gakenke,Ground nuts,2016,Season A,764.6,19.76098901098901,0.6055,690.82
Gakenke,Ground nuts,2016,Season B,426.9,20.42798913043478,0.576,338.53
Gakenke,Ground nuts,2017,Season A,633.1,19.893370165745857,0.5848,655.18
Gakenke,Ground nuts,2017,Season B,336.3,19.49103260869565,0.538,330.87
Gakenke,Ground nuts,2018,Season A,649.0,19.436740331491716,0.5911,684.68
Gakenke,Ground nuts,2018,Season B,655.6,18.76195652173913,0.5955,407.63
Gakenke,Ground nuts,2019,Season A,1059.0,19.506906077348063,0.6011,762.33
Gakenke,Ground nuts,2019,Season B,560.3,19.41657608695652,0.593,374.53
Gakenke,Ground nuts,2020,Season A,1260.2,19.559615384615384,0.597,783.94
Gakenke,Ground nuts,2020,Season B,648.4,19.58858695652174,0.5475,373.9
Gakenke,Ground nuts,2021,Season A,883.0,19.5621546961326,0.5938,717.52
Gakenke,Ground nuts,2021,Season B,624.1,19.050271739130437,0.5497,373.61
Gakenke,Irish potatoes,2015,Season A,800.4,19.47458563535912,0.634,5774.41
Gakenke,Irish potatoes,2015,Season B,404.5,19.82934782608696,0.5821,4743.96
Gakenke,Irish potatoes,2016,Season A,764.6,19.76098901098901,0.6055,5366.5
Gakenke,Irish potatoes,2016,Season B,426.9,20.42798913043478,0.576,4688.16
Gakenke,Irish potatoes,2017,Season A,633.1,19.893370165745857,0.5848,5189.99
Gakenke,Irish potatoes,2017,Season B,336.3,19.49103260869565,0.538,4576.9
Gakenke,Irish potatoes,2018,Season A,649.0,19.436740331491716,0.5911,5237.24
Gakenke,Irish potatoes,2018,Season B,655.6,18.76195652173913,0.5955,5619.58
Gakenke,Irish potatoes,2019,Season A,1059.0,19.506906077348063,0.6011,5766.11
Gakenke,Irish potatoes,2019,Season B,560.3,19.41657608695652,0.593,5269.49
Gakenke,Irish potatoes,2020,Season A,1260.2,19.559615384615384,0.597,6025.29
Gakenke,Irish potatoes,2020,Season B,648.4,19.58858695652174,0.5475,5064.4
Gakenke,Irish potatoes,2021,Season A,883.0,19.5621546961326,0.5938,5543.05
Gakenke,Irish potatoes,2021,Season B,624.1,19.050271739130437,0.5497,5088.3
Gakenke,Maize,2015,Season A,800.4,19.47458563535912,0.634,1673.42
Gakenke,Maize,2015,Season B,404.5,19.82934782608696,0.5821,1000.0
Gakenke,Maize,2016,Season A,764.6,19.76098901098901,0.6055,1597.56
Gakenke,Maize,2016,Season B,426.9,20.42798913043478,0.576,1001.06
Gakenke,Maize,2017,Season A,633.1,19.893370165745857,0.5848,1478.65
Gakenke,Maize,2017,Season B,336.3,19.49103260869565,0.538,958.09
Gakenke,Maize,2018,Season A,649.0,19.436740331491716,0.5911,1541.66
Gakenke,Maize,2018,Season B,655.6,18.76195652173913,0.5955,1203.25
Gakenke,Maize,2019,Season A,1059.0,19.506906077348063,0.6011,1711.75
Gakenke,Maize,2019,Season B,560.3,19.41657608695652,0.593,1111.48
Gakenke,Maize,2020,Season A,1260.2,19.559615384615384,0.597,1774.91
Gakenke,Maize,2020,Season B,648.4,19.58858695652174,0.5475,1100.2
Gakenke,Maize,2021,Season A,883.0,19.5621546961326,0.5938,1675.36
Gakenke,Maize,2021,Season B,624.1,19.050271739130437,0.5497,1089.81
Gakenke,Paddy rice,2015,Season A,800.4,19.47458563535912,0.634,2042.47
Gakenke,Paddy rice,2015,Season B,404.5,19.82934782608696,0.5821,3553.62
Gakenke,Paddy rice,2016,Season A,764.6,19.76098901098901,0.6055,1957.53
Gakenke,Paddy rice,2016,Season B,426.9,20.42798913043478,0.576,3546.54
Gakenke,Paddy rice,2017,Season A,633.1,19.893370165745857,0.5848,1856.92
Gakenke,Paddy rice,2017,Season B,336.3,19.49103260869565,0.538,3378.23
Gakenke,Paddy rice,2018,Season A,649.0,19.436740331491716,0.5911,1915.18
Gakenke,Paddy rice,2018,Season B,655.6,18.76195652173913,0.5955,4172.17
Gakenke,Paddy rice,2019,Season A,1059.0,19.506906077348063,0.6011,2093.85
Gakenke,Paddy rice,2019,Season B,560.3,19.41657608695652,0.593,3957.19
Gakenke,Paddy rice,2020,Season A,1260.2,19.559615384615384,0.597,2186.46
Gakenke,Paddy rice,2020,Season B,648.4,19.58858695652174,0.5475,3854.02
Gakenke,Paddy rice,2021,Season A,883.0,19.5621546961326,0.5938,2042.89
Gakenke,Paddy rice,2021,Season B,624.1,19.050271739130437,0.5497,3932.41
Gakenke,Peas,2015,Season A,800.4,19.47458563535912,0.634,795.48
Gakenke,Peas,2015,Season B,404.5,19.82934782608696,0.5821,462.3
Gakenke,Peas,2016,Season A,764.6,19.76098901098901,0.6055,758.41
Gakenke,Peas,2016,Season B,426.9,20.42798913043478,0.576,456.4
Gakenke,Peas,2017,Season A,633.1,19.893370165745857,0.5848,721.36
Gakenke,Peas,2017,Season B,336.3,19.49103260869565,0.538,438.71
Gakenke,Peas,2018,Season A,649.0,19.436740331491716,0.5911,719.39
Gakenke,Peas,2018,Season B,655.6,18.76195652173913,0.5955,551.62
Gakenke,Peas,2019,Season A,1059.0,19.506906077348063,0.6011,823.2
Gakenke,Peas,2019,Season B,560.3,19.41657608695652,0.593,519.18
Gakenke,Peas,2020,Season A,1260.2,19.559615384615384,0.597,833.94
Gakenke,Peas,2020,Season B,648.4,19.58858695652174,0.5475,505.42
Gakenke,Peas,2021,Season A,883.0,19.5621546961326,0.5938,785.41
Gakenke,Peas,2021,Season B,624.1,19.050271739130437,0.5497,516.83
Gakenke,Sorghum,2015,Season A,800.4,19.47458563535912,0.634,1572.7
Gakenke,Sorghum,2015,Season B,404.5,19.82934782608696,0.5821,1012.68
Gakenke,Sorghum,2016,Season A,764.6,19.76098901098901,0.6055,1509.29
Gakenke,Sorghum,2016,Season B,426.9,20.42798913043478,0.576,971.09
Gakenke,Sorghum,2017,Season A,633.1,19.893370165745857,0.5848,1407.54
Gakenke,Sorghum,2017,Season B,336.3,19.49103260869565,0.538,959.9
Gakenke,Sorghum,2018,Season A,649.0,19.436740331491716,0.5911,1491.34
Gakenke,Sorghum,2018,Season B,655.6,18.76195652173913,0.5955,1190.5
Gakenke,Sorghum,2019,Season A,1059.0,19.506906077348063,0.6011,1620.69
Gakenke,Sorghum,2019,Season B,560.3,19.41657608695652,0.593,1128.33
Gakenke,Sorghum,2020,Season A,1260.2,19.559615384615384,0.597,1686.59
Gakenke,Sorghum,2020,Season B,648.4,19.58858695652174,0.5475,1078.33
Gakenke,Sorghum,2021,Season A,883.0,19.5621546961326,0.5938,1528.27
Gakenke,Sorghum,2021,Season B,624.1,19.050271739130437,0.5497,1117.09
Gakenke,Soya beans,2015,Season A,800.4,19.47458563535912,0.634,542.78
Gakenke,Soya beans,2015,Season B,404.5,19.82934782608696,0.5821,560.82
Gakenke,Soya beans,2016,Season A,764.6,19.76098901098901,0.6055,516.34
Gakenke,Soya beans,2016,Season B,426.9,20.42798913043478,0.576,537.04
Gakenke,Soya beans,2017,Season A,633.1,19.893370165745857,0.5848,497.06
